Millis,Year,Month,Day,Hour,Min,TotalOdo,EngineSpeed,GasPedalPos,EngineSts,NeutralSwSts,ACPressure,ThrottlePos,EngineFrictionTorque,EngineTorgue,GasPedalAct,GasPedalGradient,ActualPedalPos,ClutchUpStop,ClutchInterLk,AnalogClutch,EngineWaterTemp,GearShiftIndication,FuelConsumptionGAG,SuggestedGearGSI,ActualGearGSI,EngineOilTemp,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,OperationModeSts,TurnIndicationSts,KeyInIgnSts,Cmdlgn_FailSts,CmdlgnSts,ExternalTemperature,ExternalTemperatureFailSts,ParkBrakeSts,BatteryChargeSts,ExternalTemperatureAD_Voltage,FuelLevel,InternalLightLevel,FuelLevelFailsSts,InternalLightSts,NotFilteredFuelLevel,BatteryStateOfFunction,CompressorACReqSts,FUEL_VOLT,BrkBstrVac,BrkTrq,BrkTrq_Driver,HSA_BrkPrss,VechileSpeedVSOCSig,CMMInterventionAct,PrefillActive,BrakeInterventionSts,ESCActive,ABSActive,MasterCylinderPressure,VechileSpeedVSOCSigFailSts,BSMShiftInterfernece,BrkPrss_One,BrkPrss_Two,SyncPos,OverSteering,UnderSteering,REF_VEH_SPEED,VehicleStandSts,BrkBstrVac_OBD,batteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBS_V_Batt,IBS_I_Batt,IBS_T_Batt,IBS_I_Range,IBS_SOC,IBS_SOF_Q,IBS_SOC_Accuracy,IBS_SOF_Q_Accuracy,IBS_SOH_Q,IBS_SOF_V,IBS_SOH_Q_Accuracy,IBS_SOF_V_Accuracy,IBS_Q_received,IBS_Q_released,IBS_Tm_Lst_Reset_Sec,IBS_Tm_Lst_Reset_Days,IBS_R_Batt,IBS_R_Batt_25,IBS_SOF_t_Accuracy,IBS_PreWakeupVoltage,IBS_SOF_t,IBS_IBATT_QUIESCENT,IBS_SOF_V1,LHFWheelSpeed,RHFWheelSpeed,LHRWheelSpeed,RHRWheelSpeed,VIN_DATA
2263821,2020,1,14,19,41,2631,963,0,2,1,123,224,38,488,0,128,0,1,0,190,125,0,277,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,49,20,1,109,43,0,0,5,103,0,0,0,0,0,0,0,0,157,153,2,0,0,12,1,149,396,100,96,136,2500,69,11167,11167,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,101,102,101,102,231713
2264321,2020,1,14,19,41,2631,870,0,2,1,123,220,38,499,0,128,0,0,0,27,125,0,395,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,40,20,1,109,42,0,0,5,100,0,0,0,0,0,0,0,0,157,153,2,0,0,12,1,149,396,100,96,136,2500,69,11167,11167,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,99,99,99,98,231713
2264822,2020,1,14,19,41,2631,864,0,2,1,123,220,38,499,0,128,0,0,0,26,125,0,386,15,0,2,0,1,8,0,0,0,4,224,0,0,12,48,71,3,0,1,40,20,1,116,42,0,0,5,98,0,0,0,0,0,0,0,0,157,153,2,0,0,12,1,149,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,96,97,96,96,231713
2265323,2020,1,14,19,41,2631,863,0,2,1,123,220,38,499,0,128,0,0,0,27,125,0,377,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,45,20,1,115,42,22,0,5,93,0,0,0,0,0,9,0,0,163,159,2,0,0,11,1,149,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,92,92,92,93,231713
2265823,2020,1,14,19,41,2631,857,0,2,1,123,219,39,497,0,128,0,0,0,28,125,0,381,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,43,20,1,103,42,120,121,5,77,0,0,0,0,0,20,0,0,171,167,2,0,0,10,1,149,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,75,75,75,75,231713
2266323,2020,1,14,19,41,2631,852,0,2,1,124,219,38,498,0,128,0,0,0,29,125,0,354,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,37,20,1,106,42,130,131,5,53,0,0,0,0,0,21,0,0,172,168,2,0,0,6,1,149,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,51,51,51,51,231713
2266823,2020,1,14,19,41,2631,849,0,2,1,124,219,39,497,0,128,0,0,0,29,125,0,368,15,0,2,1,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,37,20,1,106,44,103,0,5,29,0,0,0,0,0,19,0,0,162,158,2,0,0,3,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,26,26,25,25,231713
2267323,2020,1,14,19,41,2631,846,0,2,1,124,219,39,498,0,128,0,0,0,28,125,0,359,15,0,2,0,1,8,0,0,0,4,224,0,0,12,47,71,3,0,1,44,20,1,115,45,2,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24057,848,96,99,2,1023,324,255,126,17,17,17,17,231713
2267824,2020,1,14,19,41,2631,843,0,2,0,125,219,38,499,0,128,0,1,0,171,125,0,372,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,52,20,1,109,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24059,848,96,99,2,1023,324,255,126,15,16,15,15,231713
2268324,2020,1,14,19,41,2631,852,0,2,0,125,219,38,509,0,128,0,1,0,161,125,0,359,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,46,20,1,112,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,148,397,100,96,136,2500,69,11172,11172,79,0,100,108,2,2,138,156,0,2,2448,1775,24059,848,96,99,2,1023,324,255,126,16,16,16,16,231713
2268824,2020,1,14,19,41,2631,863,0,2,0,125,219,38,511,0,128,0,1,0,146,125,0,495,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,49,20,1,117,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,2,1,148,396,100,96,136,2500,69,11172,11172,79,0,100,108,2,2,138,156,0,2,2448,1775,24059,848,96,99,2,1023,324,255,126,20,20,20,20,231713
2269324,2020,1,14,19,41,2631,796,0,2,0,126,219,39,537,0,128,0,1,0,139,124,0,672,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,52,20,1,117,43,0,0,5,36,0,0,0,0,0,0,0,0,157,153,2,0,0,4,1,148,396,100,96,136,2500,69,11172,11172,79,0,100,108,2,2,138,156,0,2,2448,1775,24059,848,96,99,2,1023,324,255,126,37,37,36,36,231713
2269824,2020,1,14,19,41,2631,772,0,2,0,126,219,38,552,0,128,0,1,0,134,124,0,754,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,41,20,1,109,43,0,0,5,64,0,0,0,0,0,0,0,0,157,153,2,0,0,7,1,148,396,100,96,136,2500,69,11165,11165,79,0,100,108,2,2,138,156,0,2,2448,1775,24060,848,96,99,2,1023,324,255,126,66,66,66,65,231713
2270325,2020,1,14,19,41,2631,828,0,2,0,126,211,39,549,0,128,0,1,0,151,125,0,809,15,15,2,0,0,8,0,0,0,4,224,0,0,12,47,71,3,0,1,52,20,1,115,43,0,0,5,99,0,0,0,0,0,0,0,0,157,153,2,0,0,12,1,149,395,100,96,136,2510,69,11139,11139,79,0,100,108,2,2,138,156,0,2,2448,1775,24060,848,96,99,2,1023,324,255,126,99,99,101,101,231713
2270826,2020,1,14,19,41,2631,964,0,2,0,126,216,39,492,0,128,0,1,0,188,124,0,327,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,51,20,1,115,43,30,0,5,99,0,0,0,0,0,7,0,0,162,158,2,0,0,12,1,149,396,100,96,136,2500,69,11139,11139,79,0,100,108,2,2,138,156,0,2,2448,1775,24061,848,96,99,2,1023,324,255,126,98,98,99,98,231713
2271327,2020,1,14,19,41,2631,868,0,2,1,126,218,39,497,0,128,0,1,0,183,124,0,390,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,51,20,1,112,43,90,102,5,88,0,0,0,0,0,20,0,0,168,164,2,0,0,11,1,148,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24061,848,96,99,2,1023,324,255,126,84,84,85,85,231713
2271827,2020,1,14,19,41,2631,841,0,2,1,125,218,39,504,0,128,0,1,0,122,125,0,368,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,35,20,1,100,43,177,174,5,55,0,0,0,0,0,29,0,0,177,173,2,0,0,7,1,149,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24061,848,96,99,2,1023,324,255,126,52,51,51,52,231713
2272327,2020,1,14,19,41,2631,862,0,2,1,126,218,39,497,0,128,0,0,0,51,125,0,377,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,35,20,1,109,45,60,0,5,30,0,0,0,0,0,9,0,0,168,164,2,0,0,5,1,147,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24061,848,96,99,2,1023,324,255,126,29,29,28,28,231713
2272828,2020,1,14,19,41,2631,846,0,2,1,126,218,39,498,0,128,0,0,0,51,125,0,377,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,47,20,1,109,44,57,0,5,0,0,0,0,0,0,9,0,0,164,160,2,0,0,2,1,147,396,100,96,136,2500,69,11166,11166,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,16,16,17,17,231713
2273328,2020,1,14,19,41,2631,858,0,2,1,126,218,39,497,0,128,0,0,0,51,125,0,354,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,43,20,1,103,46,8,0,5,0,0,0,0,0,0,1,0,0,158,154,2,0,0,0,1,147,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2273828,2020,1,14,19,41,2631,850,0,2,0,126,218,39,498,0,128,0,1,0,172,124,0,372,15,15,2,0,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,45,0,0,5,0,0,0,0,0,0,1,0,0,158,154,2,0,0,0,1,147,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2274329,2020,1,14,19,41,2631,844,0,2,0,126,220,39,501,0,128,0,1,0,168,125,0,359,15,15,2,0,0,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,112,45,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,1,147,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2274829,2020,1,14,19,41,2631,872,0,2,0,127,220,38,509,0,128,0,1,0,144,124,0,459,15,15,2,0,0,8,0,0,0,4,224,0,0,12,46,71,3,0,1,48,20,1,114,44,0,0,5,0,0,0,0,0,0,0,0,0,157,153,2,0,0,0,1,147,396,100,96,136,2500,69,11168,11168,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,0,0,0,0,231713
2275331,2020,1,14,19,41,2631,746,0,2,0,127,216,39,567,0,128,0,1,0,133,125,0,881,15,15,2,0,0,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,109,44,0,0,5,28,0,0,0,0,0,0,0,0,157,153,2,0,0,3,1,148,396,100,96,136,2500,69,11150,11150,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,30,29,30,28,231713
2275833,2020,1,14,19,41,2631,794,0,2,0,127,209,39,551,0,128,0,1,0,134,124,0,804,15,15,2,0,0,8,0,0,0,4,224,0,0,12,46,71,3,0,1,46,20,1,115,43,0,0,5,61,0,0,0,0,0,0,0,0,157,153,2,0,0,8,1,148,395,100,96,136,2500,69,11140,11140,79,1,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,70,66,69,66,231713
2276334,2020,1,14,19,41,2631,870,0,2,0,127,214,39,539,0,128,0,1,0,148,124,0,809,15,15,2,0,0,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,111,43,0,0,5,100,0,0,0,0,0,0,0,0,157,153,2,0,0,12,1,148,396,100,96,136,2510,69,11155,11155,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,100,100,101,101,231713
2276835,2020,1,14,19,41,2631,921,0,2,1,127,218,38,493,0,128,0,1,0,188,125,0,336,15,0,2,0,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,43,0,0,5,101,0,0,0,0,0,0,0,0,158,153,2,0,0,12,1,148,396,100,96,136,2500,69,11169,11169,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,100,100,100,100,231713
2277336,2020,1,14,19,41,2631,884,0,2,1,127,218,39,496,0,128,0,1,0,187,125,0,386,15,0,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,118,43,58,0,5,94,0,0,0,0,0,10,0,0,163,158,2,0,0,11,1,148,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,91,92,92,92,231713
2277837,2020,1,14,19,41,2631,859,0,2,0,126,220,39,497,0,128,0,1,0,187,124,0,350,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,105,43,134,135,5,72,0,0,0,0,0,22,0,0,172,168,2,0,0,8,1,148,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,69,69,69,69,231713
2278339,2020,1,14,19,41,2631,857,0,2,0,126,220,39,497,0,128,0,1,0,173,124,0,377,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,115,43,132,131,5,43,0,0,0,0,0,21,0,0,172,167,2,0,0,5,1,148,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,42,42,42,42,231713
2278839,2020,1,14,19,41,2631,845,0,2,0,126,220,39,499,0,128,0,1,0,159,124,0,368,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,110,45,7,0,5,27,0,0,0,0,0,2,0,0,159,155,2,0,0,3,1,147,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,27,27,26,26,231713
2279339,2020,1,14,19,41,2631,813,0,2,0,126,220,39,510,0,128,0,1,0,148,125,0,454,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,104,45,0,0,5,25,0,0,0,0,0,2,0,0,159,155,2,0,0,3,1,147,396,100,96,136,2500,69,11157,11157,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,25,25,25,25,231713
2279840,2020,1,14,19,41,2631,815,0,2,0,126,220,39,515,0,128,0,1,0,146,125,0,518,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,107,44,0,0,5,30,0,0,0,0,0,2,0,0,159,155,2,0,0,3,1,147,396,100,96,136,2500,69,11156,11156,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,30,31,30,30,231713
2280341,2020,1,14,19,41,2631,825,0,2,0,126,220,39,517,0,128,0,1,0,146,125,0,554,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,44,0,0,5,38,0,0,0,0,0,3,0,0,159,155,2,0,0,4,1,148,396,100,96,136,2500,69,11156,11156,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,39,39,38,38,231713
2280841,2020,1,14,19,41,2631,841,0,2,0,126,220,39,517,0,128,0,1,0,146,125,0,568,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,41,20,1,110,44,84,90,5,41,0,0,0,0,0,13,0,0,167,163,2,0,0,5,1,148,396,100,96,136,2500,69,11155,11155,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,40,41,41,41,231713
2281341,2020,1,14,19,41,2631,845,0,2,0,126,220,39,517,0,128,0,1,0,146,125,0,563,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,42,20,1,108,45,58,0,5,37,0,0,0,0,0,3,0,0,159,155,2,0,0,4,1,146,396,100,96,136,2500,69,11158,11158,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,37,36,36,36,231713
2281841,2020,1,14,19,41,2631,843,0,2,0,126,220,39,518,0,128,0,1,0,145,125,0,572,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,50,20,1,120,45,4,0,5,43,0,0,0,0,0,3,0,0,159,155,2,0,0,5,1,147,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,44,44,43,43,231713
2282343,2020,1,14,19,41,2631,822,0,2,0,126,220,39,526,0,128,0,1,0,142,125,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,50,20,1,109,45,0,0,5,55,0,0,0,0,0,2,0,0,159,155,2,0,0,6,1,147,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,56,55,55,55,231713
2282843,2020,1,14,19,41,2631,831,0,2,0,126,219,39,526,0,128,0,1,0,142,125,0,645,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,49,20,1,117,44,0,0,5,70,0,0,0,0,0,2,0,0,159,154,2,0,0,8,1,147,396,100,96,136,2500,69,11158,11158,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,71,71,70,70,231713
2283343,2020,1,14,19,41,2631,868,0,2,0,126,219,39,520,0,128,0,1,0,150,125,0,627,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,49,20,1,114,44,0,0,5,85,0,0,0,0,0,5,0,0,161,157,2,0,0,10,1,148,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24062,848,96,99,2,1023,324,255,126,84,84,85,85,231713
2283843,2020,1,14,19,41,2631,881,0,2,0,126,219,39,500,0,128,0,1,0,154,125,0,427,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,49,20,1,115,44,47,0,5,84,0,0,0,0,0,8,0,0,163,159,2,0,0,10,1,148,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24067,848,96,99,2,1023,324,255,126,83,83,83,83,231713
2284344,2020,1,14,19,42,2631,813,0,2,0,126,219,39,516,0,128,0,1,0,147,125,0,518,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,45,20,1,110,44,2,0,5,85,0,0,0,0,0,3,0,0,159,155,2,0,0,10,1,148,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24067,848,96,99,2,1023,324,255,126,84,84,84,84,231713
2284844,2020,1,14,19,42,2631,833,0,2,0,126,219,39,518,0,128,0,1,0,146,125,0,559,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,57,20,1,115,44,0,0,5,91,0,0,0,0,0,3,0,0,159,155,2,0,0,11,1,148,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,91,91,91,90,231713
2285345,2020,1,14,19,42,2631,820,0,2,0,126,219,39,525,0,128,0,1,0,143,125,0,613,15,15,2,0,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,44,20,1,112,44,0,0,5,102,0,0,0,0,0,1,0,0,159,155,2,0,0,12,1,148,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,102,102,102,102,231713
2285845,2020,1,14,19,42,2631,878,0,2,0,126,219,39,512,0,128,0,1,0,145,125,0,554,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,44,20,1,110,43,0,0,5,111,0,0,0,0,0,4,0,0,160,157,2,0,0,13,1,148,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,110,110,109,110,231713
2286345,2020,1,14,19,42,2631,868,0,2,0,126,219,39,504,0,128,0,1,0,148,125,0,445,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,43,20,1,112,43,52,0,5,111,0,0,0,0,0,9,0,0,163,159,2,0,0,13,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,109,110,109,110,231713
2286846,2020,1,14,19,42,2631,838,0,2,0,126,219,39,509,0,128,0,1,0,147,125,0,477,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,49,20,1,115,43,55,0,5,106,0,0,0,0,0,9,0,0,163,159,2,0,0,13,1,148,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,104,105,104,105,231713
2287346,2020,1,14,19,42,2631,829,0,2,0,126,219,39,515,0,128,0,1,0,148,125,0,536,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,45,20,1,115,43,66,0,5,104,0,0,0,0,0,11,0,0,165,161,2,0,0,13,1,149,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,102,103,102,103,231713
2287847,2020,1,14,19,42,2631,846,0,2,0,126,219,39,514,0,128,0,1,0,151,125,0,550,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,46,20,1,107,42,73,73,5,100,0,0,0,0,0,12,0,0,165,162,2,0,0,12,1,149,396,100,96,136,2500,69,11159,11159,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,98,99,98,99,231713
2288347,2020,1,14,19,42,2631,874,0,2,0,126,219,39,502,0,128,0,1,0,154,125,0,436,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,41,20,1,112,42,76,76,5,93,0,0,0,0,0,12,0,0,166,162,2,0,0,11,1,149,396,100,96,136,2500,69,11164,11164,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,89,90,89,90,231713
2288847,2020,1,14,19,42,2631,840,0,2,0,126,219,39,508,0,128,0,1,0,154,125,0,472,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,45,20,1,109,42,76,76,5,81,0,0,0,0,0,12,0,0,166,162,2,0,0,10,1,149,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,80,80,80,80,231713
2289348,2020,1,14,19,42,2631,844,0,2,0,126,219,39,508,0,128,0,1,0,150,125,0,472,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,50,20,1,109,43,35,0,5,75,0,0,0,0,0,5,0,0,161,157,2,0,0,9,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24068,848,96,99,2,1023,324,255,126,74,74,73,74,231713
2289848,2020,1,14,19,42,2631,832,0,2,0,126,219,39,512,0,128,0,1,0,148,125,0,509,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,50,20,1,111,43,27,0,5,76,0,0,0,0,0,4,0,0,160,157,2,0,0,9,1,148,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,76,76,75,75,231713
2290349,2020,1,14,19,42,2631,842,0,2,0,126,219,39,513,0,128,0,1,0,148,125,0,531,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,53,20,1,110,43,27,0,5,79,0,0,0,0,0,5,0,0,161,157,2,0,0,9,1,149,396,100,96,136,2500,69,11160,11160,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,79,79,78,78,231713
2290849,2020,1,14,19,42,2631,851,0,2,0,126,219,39,512,0,128,0,1,0,148,125,0,527,15,15,2,1,1,8,0,0,0,4,224,0,0,12,45,71,3,0,1,45,20,1,112,42,38,0,5,82,0,0,0,0,0,6,0,0,162,157,2,0,0,10,1,149,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,82,82,81,81,231713
2291350,2020,1,14,19,42,2631,851,0,2,0,126,219,39,511,0,128,0,1,0,148,125,0,513,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,109,42,38,0,5,84,0,0,0,0,0,6,0,0,162,158,2,0,0,10,1,149,396,100,96,136,2500,69,11161,11161,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,84,84,83,83,231713
2291851,2020,1,14,19,42,2631,851,0,2,0,126,219,39,512,0,128,0,1,0,148,125,0,518,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,48,20,1,115,42,60,0,5,85,0,0,0,0,0,10,0,0,164,160,2,0,0,10,1,149,396,100,96,136,2500,69,11158,11158,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,85,84,84,84,231713
2292353,2020,1,14,19,42,2631,853,0,2,0,126,219,39,511,0,128,0,1,0,148,125,0,513,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,48,20,1,110,42,66,0,5,82,0,0,0,0,0,11,0,0,164,160,2,0,0,10,1,149,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,82,81,81,81,231713
2292854,2020,1,14,19,42,2631,849,0,2,0,125,219,39,512,0,128,0,1,0,148,125,0,518,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,45,20,1,115,43,8,0,5,84,0,0,0,0,0,3,0,0,159,155,2,0,0,10,1,148,396,100,96,136,2500,69,11163,11163,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,83,83,83,83,231713
2293354,2020,1,14,19,42,2631,846,0,2,0,125,219,39,513,0,128,0,1,0,147,125,0,522,15,15,2,1,1,8,0,0,0,4,224,0,0,12,46,71,3,0,1,49,20,1,112,42,0,0,5,90,0,0,0,0,0,3,0,0,159,155,2,0,0,11,1,149,396,100,96,136,2500,69,11162,11162,79,0,100,108,2,2,138,156,0,2,2448,1775,24070,848,96,99,2,1023,324,255,126,90,89,90,89,231713
